name,place,population,muni_name,lat,lon
Acquasparta,village,2907.0,Acquasparta,42.6910182,12.5465572
Canepine,hamlet,9.0,Acquasparta,42.6821215,12.5770242
Casette di Scoppio,hamlet,,Acquasparta,42.7411939,12.5797621
Casigliano,hamlet,53.0,Acquasparta,42.7126601,12.5053887
Casteldelmonte,hamlet,55.0,Acquasparta,42.6999678,12.5738924
Cisterna,hamlet,,Acquasparta,42.7089653,12.6126201
Collebianco,hamlet,18.0,Acquasparta,42.7166339,12.6142099
Collecampo,isolated_dwelling,,Acquasparta,42.6878336,12.606003
Configni,hamlet,95.0,Acquasparta,42.6962449,12.5304253
Firenzuola,hamlet,96.0,Acquasparta,42.7119699,12.6114939
Macerino,hamlet,16.0,Acquasparta,42.6730358,12.6033599
Portaria,hamlet,89.0,Acquasparta,42.6566136,12.5661231
Rosaro,hamlet,45.0,Acquasparta,42.7086999,12.4842694
San Nicolò,hamlet,28.0,Acquasparta,42.7025739,12.5447206
Santa Barbara,hamlet,72.0,Acquasparta,42.6974586,12.5484966
Scoppio,locality,,Acquasparta,42.7287794,12.597666
Scoppio Nuovo,hamlet,13.0,Acquasparta,42.7347481,12.5906251
Selvarelle Alte,hamlet,16.0,Acquasparta,42.7295684,12.4942284
Selvarelle Basse,hamlet,59.0,Acquasparta,42.726111,12.4948149
Allerona,village,309.0,Allerona,42.812033,11.973053
Allerona Scalo,village,1081.0,Allerona,42.7839418,12.0368255
Palombara,hamlet,4.0,Allerona,42.8380503,12.0037306
Pratale,hamlet,76.0,Allerona,42.8068303,11.983078
San Pietro Aquaeortus,hamlet,,Allerona,42.8432468,11.918305
Acquasanta,hamlet,16.0,Alviano,42.570464,12.2695138
Alviano,village,367.0,Alviano,42.5882078,12.2959357
Alviano Scalo,village,336.0,Alviano,42.590112,12.2611577
Campo della Fiera,hamlet,54.0,Alviano,42.5975597,12.2622051
Feluca,hamlet,26.0,Alviano,42.5860942,12.272086
Madonnella,hamlet,11.0,Alviano,42.5888574,12.2768653
Paolicchie,hamlet,177.0,Alviano,42.5927981,12.3043616
Archileggi,hamlet,49.0,Amelia,42.5492299,12.4088903
Casetta,hamlet,40.0,Amelia,42.6017779,12.44376
Collicello,hamlet,96.0,Amelia,42.6172229,12.4038833
Foce,hamlet,139.0,Amelia,42.5682212,12.455441
Fornaci,hamlet,18.0,Amelia,42.5466008,12.4499383
Fornole,village,1215.0,Amelia,42.5408533,12.4574772
La Torre,locality,,Amelia,42.525003,12.4364457
Le Fornaci,locality,,Amelia,42.5227614,12.4336883
Macchie,hamlet,412.0,Amelia,42.5987395,12.3654428
Montecampano,hamlet,205.0,Amelia,42.5138324,12.428818
Montenero,hamlet,208.0,Amelia,42.5349496,12.4016669
Porchiano del Monte,hamlet,268.0,Amelia,42.5501389,12.3545387
Sambucetole,hamlet,255.0,Amelia,42.5984096,12.4373556
Santa Maria,hamlet,11.0,Amelia,42.5547174,12.441467
Testa di Lepre,hamlet,24.0,Amelia,42.5316902,12.4491714
Zona Industriale Fornaci,hamlet,6.0,Amelia,42.5490585,12.4501034
Arrone,village,1349.0,Arrone,42.583433,12.7698649
Buonacquisto,hamlet,52.0,Arrone,42.5477566,12.8084511
Casteldilago,village,441.0,Arrone,42.5788115,12.7588322
Castiglioni,hamlet,177.0,Arrone,42.5765012,12.7848176
Colle Alvano,hamlet,11.0,Arrone,42.5825215,12.7467839
Colle Sant'Angelo,hamlet,29.0,Arrone,42.541436,12.7874133
Palombare,hamlet,42.0,Arrone,42.598738,12.7758293
Rosciano,hamlet,48.0,Arrone,42.5812304,12.8079989
Tripozzo,hamlet,,Arrone,42.5952039,12.7871876
Vallecupa,hamlet,38.0,Arrone,42.581534,12.7975419
Vallefredda,hamlet,6.0,Arrone,42.5717633,12.7850324
Valleludra,hamlet,69.0,Arrone,42.5819332,12.7846903
Armenzano,hamlet,29.0,Assisi,43.0704161,12.6982427
Biagiano,hamlet,,Assisi,43.0999618,12.5957091
Buco del Diavolo,locality,,Assisi,43.0596427,12.6531099
Capodacqua,hamlet,101.0,Assisi,43.0294795,12.6501353
Carabone,locality,,Assisi,43.0572622,12.6467165
Caritorna,locality,,Assisi,43.072752,12.6956217
Casa Catarinelli,locality,,Assisi,43.0888938,12.6637796
Casa Conte,isolated_dwelling,,Assisi,43.0828737,12.6831767
Casa Tor Giovannetto,locality,,Assisi,43.0768088,12.6329763
Case Brigolante,hamlet,,Assisi,43.0957604,12.6654998
Case Nuove,village,571.0,Assisi,43.02448,12.6423106
Castelnuovo,village,719.0,Assisi,43.0308314,12.5845674
Col Cacione,isolated_dwelling,,Assisi,43.0877421,12.6754139
Col d'Erba,hamlet,18.0,Assisi,43.0794301,12.5919393
Col d'Erba III,hamlet,9.0,Assisi,43.0817711,12.5953512
Colle Arale,locality,,Assisi,43.0721743,12.7044186
Colli Selvalonga - Il Monte,locality,,Assisi,43.1046083,12.7178784
Collicello,hamlet,29.0,Assisi,43.0277295,12.6546073
Costa di Trex,hamlet,,Assisi,43.0861702,12.6643066
Fossa Caroncia,locality,,Assisi,43.0593053,12.6395105
Fossa Cieca,locality,,Assisi,43.056212,12.6730191
Fossa Rotonda,locality,,Assisi,43.0594843,12.6744636
Gabbiano,locality,,Assisi,43.0281807,12.6635444
Gabbiano Vecchio,locality,,Assisi,43.0296261,12.6742203
Grellatoio,locality,,Assisi,43.0525283,12.6504487
Il Falcione,locality,,Assisi,43.0806723,12.7205232
Il Macchione,locality,,Assisi,43.0699184,12.6761116
La Bolsella,locality,,Assisi,43.0371705,12.6674211
La Sedia del Papa,locality,,Assisi,43.0426395,12.6538715
le Banditelle,locality,,Assisi,43.0596835,12.6947097
Le Carcerelle,locality,,Assisi,43.0647968,12.6392876
Le Piagge,locality,,Assisi,43.0750247,12.6890067
Le Ripe,locality,,Assisi,43.0792195,12.6675685
Montarone,locality,,Assisi,43.0724779,12.6354289
Mora,hamlet,,Assisi,43.1132881,12.575387
Mortaiolo,locality,,Assisi,43.0498767,12.681197
Mortaro delle Trosce,locality,,Assisi,43.0554435,12.678948
Mortaro Grande,locality,,Assisi,43.048814,12.680123
Nottiano,isolated_dwelling,,Assisi,43.0658838,12.705263
Ornello,locality,,Assisi,43.0667516,12.6834192
Palazzo,village,1811.0,Assisi,43.0964325,12.5657263
Passaggio di Assisi,neighbourhood,,Assisi,43.030631,12.6349486
Passo del Lupo,locality,,Assisi,43.0332682,12.6605992
Petrignano,village,3306.0,Assisi,43.1034501,12.5320797
Pezzole,locality,,Assisi,43.0526442,12.6994314
Pian della Pieve,hamlet,40.0,Assisi,43.0989552,12.6648863
Pianello,locality,,Assisi,43.06921,12.6849315
Piannome,locality,,Assisi,43.0345454,12.6664088
Pieve San Nicolò,hamlet,19.0,Assisi,43.1276049,12.6182877
Poderaccio Alto,isolated_dwelling,,Assisi,43.094461,12.6838312
Poderaccio Basso,isolated_dwelling,,Assisi,43.0958477,12.687082
Podere Casanova,hamlet,19.0,Assisi,43.1289733,12.5328608
Ponte Grande,hamlet,47.0,Assisi,43.0973603,12.6537164
Porziano,village,,Assisi,43.143878,12.6615505
Prati di Pistello,locality,,Assisi,43.0700702,12.6631587
Renaiola,hamlet,88.0,Assisi,43.0510987,12.6321401
Rivotorto,village,1388.0,Assisi,43.0443691,12.6181719
Rocca Sant'Angelo,hamlet,23.0,Assisi,43.1262087,12.5581471
San Gregorio,hamlet,19.0,Assisi,43.1365775,12.5485341
San Martino,hamlet,15.0,Assisi,43.0837538,12.585561
San Martino Basso,hamlet,25.0,Assisi,43.0807782,12.5865714
San Presto,hamlet,18.0,Assisi,43.131119,12.6729251
San Vitale,village,602.0,Assisi,43.0468988,12.6369106
Santa Maria degli Angeli,village,8188.0,Assisi,43.0579901,12.5776896
Santa Maria della Spina,hamlet,109.0,Assisi,43.0369022,12.6130449
Santa Tecla,hamlet,79.0,Assisi,43.1019795,12.5513908
Sant'Onofrio,locality,,Assisi,43.0403828,12.6547954
Sasso della Spina,locality,,Assisi,43.0446289,12.6625258
Sasso Palombo,locality,,Assisi,43.0266722,12.668098
Sasso Piano,locality,,Assisi,43.0543791,12.6574045
Sasso Rosso,locality,,Assisi,43.0357239,12.6678071
Sterpeto,hamlet,60.0,Assisi,43.1136299,12.5530617
Tessenaie,locality,,Assisi,43.0608896,12.6549908
Tomba,hamlet,38.0,Assisi,43.0397532,12.5894276
Tombetta,hamlet,55.0,Assisi,43.041324,12.5946128
Torchiagina,village,649.0,Assisi,43.1211904,12.5365537
Tordandrea,village,898.0,Assisi,43.0350507,12.554718
Tordibetto,hamlet,305.0,Assisi,43.090594,12.5747179
Trabocco,locality,,Assisi,43.0681953,12.6347098
Valecchie,hamlet,14.0,Assisi,43.0672167,12.606802
Vallonica,locality,,Assisi,43.0678609,12.6581598
Villa Crepas,locality,,Assisi,43.0532793,12.6398106
Attigliano,village,1844.0,Attigliano,42.5143337,12.2925076
Casali,hamlet,3.0,Attigliano,42.5338354,12.3061776
Avigliano Umbro,village,1407.0,Avigliano Umbro,42.654834,12.426165
Dunarobba,hamlet,182.0,Avigliano Umbro,42.6715835,12.4509171
Fabbreria,hamlet,11.0,Avigliano Umbro,42.6853599,12.442793
Palombara-Palazzo,hamlet,118.0,Avigliano Umbro,42.6799655,12.4400708
Poggio,hamlet,40.0,Avigliano Umbro,42.6590445,12.4396146
Rena,hamlet,6.0,Avigliano Umbro,42.6452086,12.43383
Santa Restituta,hamlet,20.0,Avigliano Umbro,42.6445059,12.3443358
Sismano,hamlet,12.0,Avigliano Umbro,42.6871874,12.4411997
Toscolano,hamlet,46.0,Avigliano Umbro,42.6580157,12.3503135
Vocabolo Casale,isolated_dwelling,,Avigliano Umbro,42.6702863,12.4541287
Acqualoreto,hamlet,50.0,Baschi,42.7279494,12.33563
Baschi,village,964.0,Baschi,42.6702835,12.2161353
Case Nuove,hamlet,38.0,Baschi,42.7000524,12.2747928
Case Vecchie,hamlet,20.0,Baschi,42.6976547,12.2700027
Civitella del Lago,village,365.0,Baschi,42.7119732,12.2811913
Collelungo,hamlet,136.0,Baschi,42.7135599,12.3539644
Morre,hamlet,105.0,Baschi,42.7099862,12.3447533
Morruzze,hamlet,38.0,Baschi,42.7118704,12.3292548
Pantanelli,locality,,Baschi,42.6964345,12.2166387
Perilli,hamlet,38.0,Baschi,42.700921,12.2677457
Ponte,hamlet,32.0,Baschi,42.6890668,12.2093414
Salviano,hamlet,,Baschi,42.7238858,12.2718158
San Lorenzo,hamlet,24.0,Baschi,42.655207,12.2348825
Scoppieto,hamlet,82.0,Baschi,42.7242226,12.2888241
Vagli,hamlet,48.0,Baschi,42.6985742,12.3503492
Bastiola,suburb,,Bastia Umbra,43.0765479,12.5425624
Boschetti,hamlet,136.0,Bastia Umbra,43.0813228,12.5600327
Case Beretta,hamlet,37.0,Bastia Umbra,43.0740111,12.5328322
Cipresso,suburb,,Bastia Umbra,43.0656918,12.5123337
Costano,village,1004.0,Bastia Umbra,43.0460866,12.5301692
Madonna di Campagna,hamlet,232.0,Bastia Umbra,43.0701704,12.5210248
Ospedalicchio,village,1365.0,Bastia Umbra,43.0795644,12.5035249
San Lorenzo,suburb,,Bastia Umbra,43.0541033,12.532403
Santa Lucia,suburb,,Bastia Umbra,43.0671382,12.5411407
Vicinato,hamlet,160.0,Bastia Umbra,43.0842322,12.5099765
Vicinato le Basse,hamlet,100.0,Bastia Umbra,43.0471141,12.5215403
Bettona,village,551.0,Bettona,43.013614,12.4847565
Cerreto,hamlet,62.0,Bettona,43.0147431,12.5386754
Colle,hamlet,268.0,Bettona,43.0180586,12.4768453
I Barbini,hamlet,48.0,Bettona,43.0148693,12.5175224
La Palazzetta-Zona Industriale,hamlet,189.0,Bettona,43.0215726,12.497862
Malandruge,hamlet,14.0,Bettona,43.0011611,12.4952104
Passaggio,village,1133.0,Bettona,43.0223823,12.5059052
Prigionieri,hamlet,41.0,Bettona,43.0204818,12.516541
Taglioni,hamlet,45.0,Bettona,43.0206224,12.5210402
Torte,hamlet,28.0,Bettona,43.0278579,12.517208
Bevagna,village,2651.0,Bevagna,42.9340752,12.6091209
Campofondo,hamlet,19.0,Bevagna,42.9818427,12.5663615
Cantalupo,village,327.0,Bevagna,42.9653367,12.5837994
Capro,hamlet,,Bevagna,42.9463365,12.6062449
Castelbuono,hamlet,1.0,Bevagna,42.9526518,12.5485275
Gaglioli,hamlet,18.0,Bevagna,42.9086359,12.5810304
Limigiano,hamlet,49.0,Bevagna,42.9761926,12.5469784
Madonna della Pia,hamlet,44.0,Bevagna,42.9609205,12.5691608
Torre Del Colle,hamlet,62.0,Bevagna,42.9438826,12.5777777
Calvi dell'Umbria,village,472.0,Calvi dell'Umbria,42.4031242,12.567432
Colle Tarocco,hamlet,17.0,Calvi dell'Umbria,42.4175561,12.5600268
Contrada Pacifici,hamlet,61.0,Calvi dell'Umbria,42.3911092,12.5662119
Fosso,hamlet,23.0,Calvi dell'Umbria,42.395941,12.5385457
La Corte,hamlet,42.0,Calvi dell'Umbria,42.4105581,12.5571921
Piedicasale,hamlet,16.0,Calvi dell'Umbria,42.4157705,12.5411085
Piloni,hamlet,20.0,Calvi dell'Umbria,42.4210569,12.5346699
Poggiolo,hamlet,21.0,Calvi dell'Umbria,42.4275158,12.5507288
San Francesco,hamlet,37.0,Calvi dell'Umbria,42.4076304,12.5624206
San Giacomo,hamlet,36.0,Calvi dell'Umbria,42.387937,12.5618937
San Lorenzo,hamlet,45.0,Calvi dell'Umbria,42.4143534,12.5637082
San Silvestro,hamlet,15.0,Calvi dell'Umbria,42.4150896,12.550156
San Vito,hamlet,13.0,Calvi dell'Umbria,42.3823882,12.5444067
Santa Maria della Neve,hamlet,103.0,Calvi dell'Umbria,42.3969606,12.5563151
Santa Maria Maddalena,hamlet,52.0,Calvi dell'Umbria,42.3940661,12.5680616
Zona Artigianale Industriale San Carlo,hamlet,5.0,Calvi dell'Umbria,42.4164163,12.5459883
Acera,hamlet,9.0,Campello sul Clitunno,42.824328,12.8427979
Agliano,hamlet,7.0,Campello sul Clitunno,42.8639023,12.8721782
Borgo Lizori,hamlet,,Campello sul Clitunno,42.8428103,12.7596862
Borgo San Benedetto,hamlet,,Campello sul Clitunno,42.8417991,12.7599486
Campello Alto,hamlet,13.0,Campello sul Clitunno,42.8283283,12.7850158
Campello sul Clitunno,village,1945.0,Campello sul Clitunno,42.8228682,12.7762635
Carvello,hamlet,11.0,Campello sul Clitunno,42.8206743,12.7898438
Casa Bregnole,isolated_dwelling,,Campello sul Clitunno,42.8575987,12.8222497
Casa Fierenzola,isolated_dwelling,,Campello sul Clitunno,42.8581059,12.8213431
Colle,hamlet,22.0,Campello sul Clitunno,42.8290876,12.7904105
Cubi,isolated_dwelling,,Campello sul Clitunno,42.8277141,12.8317346
Eremo Francescano,hamlet,,Campello sul Clitunno,42.8442517,12.7655164
Fontanelle,hamlet,17.0,Campello sul Clitunno,42.8259442,12.794786
La Bianca,village,,Campello sul Clitunno,42.8204894,12.7774335
Lenano,hamlet,61.0,Campello sul Clitunno,42.823505,12.7881096
Passo d'Acera,isolated_dwelling,,Campello sul Clitunno,42.8222222,12.8236633
Pettino,hamlet,25.0,Campello sul Clitunno,42.8628885,12.8122945
Pissignano,village,,Campello sul Clitunno,42.8369571,12.7603701
Spina Nuova,hamlet,20.0,Campello sul Clitunno,42.8553301,12.8426525
Spina Vecchia,hamlet,,Campello sul Clitunno,42.8661693,12.8459102
Cannara,village,2829.0,Cannara,42.994742,12.579363
Case Barbetta,hamlet,27.0,Cannara,43.0096877,12.5824591
Case Brilli,hamlet,21.0,Cannara,43.0013007,12.5361939
Collemancio,hamlet,65.0,Cannara,42.9810342,12.5218203
I Cappuccini,hamlet,37.0,Cannara,42.9904091,12.5704219
Stradone,hamlet,22.0,Cannara,43.0079106,12.5910295
Atri,hamlet,45.0,Cascia,42.7276738,13.005096
Avendita,hamlet,71.0,Cascia,42.7526801,13.0495434
Buda,hamlet,17.0,Cascia,42.6324241,13.0508941
Capanne di Collegiacone,hamlet,9.0,Cascia,42.7247639,12.9748808
Capanne di Rocca Porena,hamlet,13.0,Cascia,42.7102753,12.9614039
Cascia,village,1424.0,Cascia,42.7170082,13.0135022
Cascine di Opagna,hamlet,5.0,Cascia,42.651275,13.1077669
Castel San Giovanni,hamlet,14.0,Cascia,42.6830427,13.062446
Castel Santa Maria,hamlet,3.0,Cascia,42.7155322,13.1115732
Cerasola,hamlet,26.0,Cascia,42.7718977,12.9967197
Chiavano,hamlet,42.0,Cascia,42.6562563,13.0611915
Chiavano Vecchio (ruderi),locality,,Cascia,42.6560009,13.0628762
Civita,hamlet,57.0,Cascia,42.6723671,13.1195002
Colforcella,hamlet,29.0,Cascia,42.7358449,13.0251425
Colle di Avendita,hamlet,35.0,Cascia,42.7578392,13.048012
Colle Giacone,hamlet,58.0,Cascia,42.7262604,12.9818873
Colmotino,hamlet,36.0,Cascia,42.7122096,13.0725658
Coronella,hamlet,8.0,Cascia,42.6373987,13.0636694
Fogliano,hamlet,94.0,Cascia,42.732295,13.0456218
Fustagna,hamlet,4.0,Cascia,42.6817663,13.0673279
Giappiedi,hamlet,28.0,Cascia,42.7354345,12.9884208
Logna,hamlet,60.0,Cascia,42.7440392,13.0128196
Maltignano,hamlet,142.0,Cascia,42.7089373,13.0566103
Manigi,hamlet,21.0,Cascia,42.7140805,13.0841388
Ocosce,hamlet,68.0,Cascia,42.7135217,12.9975107
Onelli,hamlet,40.0,Cascia,42.6924526,13.0326556
Opagna,hamlet,16.0,Cascia,42.6568241,13.0995337
Padule,hamlet,89.0,Cascia,42.7188106,13.0292138
Palmaiolo,hamlet,7.0,Cascia,42.7256264,13.0399312
Piandoli,hamlet,26.0,Cascia,42.7680161,12.9915162
Poggio Primocaso,hamlet,65.0,Cascia,42.7479056,12.9883931
Puro,hamlet,10.0,Cascia,42.7328012,13.034065
Roccaporena,hamlet,53.0,Cascia,42.7144503,12.9624934
San Giorgio,hamlet,41.0,Cascia,42.7495189,13.0174067
Santa Trinità,hamlet,7.0,Cascia,42.6993591,13.075049
Sant'Anatolia,hamlet,16.0,Cascia,42.737232,13.0142426
Sciedi,hamlet,17.0,Cascia,42.7046336,13.0300226
Tazzo,hamlet,11.0,Cascia,42.7201817,13.0543593
Trognano,hamlet,35.0,Cascia,42.6299691,13.0637522
Valdonica,hamlet,14.0,Cascia,42.684436,13.0526145
Villa San Silvestro,hamlet,27.0,Cascia,42.6505065,13.0541137
Bellocchio,hamlet,9.0,Castel Giorgio,42.7081928,11.9887129
Casa Perazza,hamlet,71.0,Castel Giorgio,42.6905353,12.0176588
Case Fabbri,hamlet,7.0,Castel Giorgio,42.7101729,11.9895695
Case Taschini,hamlet,19.0,Castel Giorgio,42.7049009,11.9883961
Case Vecchie,hamlet,9.0,Castel Giorgio,42.7089372,11.9914118
Castel Giorgio,village,1534.0,Castel Giorgio,42.7078943,11.9793909
Nane,hamlet,33.0,Castel Giorgio,42.7133391,11.9707235
Poderetto,hamlet,23.0,Castel Giorgio,42.715125,11.9397287
Ravisa,hamlet,15.0,Castel Giorgio,42.7045809,11.9678231
Borgo II,hamlet,30.0,Castel Ritaldi,42.8288177,12.6969567
Casa Fiorelli,hamlet,20.0,Castel Ritaldi,42.8319402,12.6394215
Casa Stendardo,hamlet,17.0,Castel Ritaldi,42.83268,12.6310203
Castel Ritaldi,village,543.0,Castel Ritaldi,42.8232601,12.6722871
Castel San Giovanni,hamlet,304.0,Castel Ritaldi,42.835518,12.7052198
Colle del Marchese,hamlet,106.0,Castel Ritaldi,42.8250098,12.6258246
La Bruna,village,1242.0,Castel Ritaldi,42.8192702,12.6885054
Mercatello,hamlet,138.0,Castel Ritaldi,42.8352987,12.6789539
Pieve,hamlet,15.0,Castel Ritaldi,42.8309922,12.6665628
Rotabella,hamlet,10.0,Castel Ritaldi,42.8306146,12.6746777
San Lorenzo,hamlet,13.0,Castel Ritaldi,42.8355134,12.6393503
Santa Lucia,hamlet,9.0,Castel Ritaldi,42.8203095,12.697003
Tervenano,hamlet,56.0,Castel Ritaldi,42.8137456,12.6687962
Torre Grosso,hamlet,74.0,Castel Ritaldi,42.8302488,12.6575817
Zona Industriale,hamlet,46.0,Castel Ritaldi,42.8273385,12.6799015
Caselle,hamlet,,Castel Viscardo,42.7618999,12.0276608
Castel Viscardo,village,967.0,Castel Viscardo,42.7547675,12.0014406
Le Prese-Zona Industriale,hamlet,59.0,Castel Viscardo,42.7658722,12.0399281
Località Alfina,neighbourhood,6.0,Castel Viscardo,42.7448696,11.9897128
Località Cornale,neighbourhood,25.0,Castel Viscardo,42.750941,11.9854552
Monterubiaglio,village,533.0,Castel Viscardo,42.7704352,12.0170973
Pianlungo,village,753.0,Castel Viscardo,42.7824186,12.0363338
Viceno,hamlet,219.0,Castel Viscardo,42.7416116,12.0153613
Badia,hamlet,43.0,Castiglione del Lago,43.0883035,12.0098132
Badiaccia,hamlet,169.0,Castiglione del Lago,43.1823514,12.0160844
Banditella,hamlet,42.0,Castiglione del Lago,43.1318114,12.0259935
Binami,hamlet,20.0,Castiglione del Lago,43.0950994,11.9321282
Bracacci,hamlet,37.0,Castiglione del Lago,43.0701295,12.0338081
Caioncola,hamlet,26.0,Castiglione del Lago,43.0235999,12.0145048
Cantagallina,hamlet,17.0,Castiglione del Lago,43.0399526,12.0112822
Carraia,hamlet,240.0,Castiglione del Lago,43.0827939,12.0707045
Casamaggiore,hamlet,80.0,Castiglione del Lago,43.1021147,11.9689346
Ceraso,hamlet,25.0,Castiglione del Lago,43.0749415,12.0323062
Cimbano,hamlet,40.0,Castiglione del Lago,43.048191,12.0020854
Cozzano,hamlet,13.0,Castiglione del Lago,43.1127898,11.9334397
Ferretto,hamlet,44.0,Castiglione del Lago,43.1780756,11.9855168
Frattavecchia,hamlet,34.0,Castiglione del Lago,43.1011842,11.9972543
Gioiella,hamlet,206.0,Castiglione del Lago,43.093788,11.9715948
I Bertoni,hamlet,101.0,Castiglione del Lago,43.1503988,11.999397
I Bologni,hamlet,21.0,Castiglione del Lago,43.1414883,11.9914293
I Castagni,hamlet,9.0,Castiglione del Lago,43.1311507,12.0105176
I Cuffi-Marchetti,hamlet,81.0,Castiglione del Lago,43.1349515,12.0168899
I Giorgi,hamlet,48.0,Castiglione del Lago,43.1393759,11.9501689
I Guidonami,hamlet,70.0,Castiglione del Lago,43.0782362,11.9425662
I Lopi,hamlet,29.0,Castiglione del Lago,43.0861073,11.980232
i Morami,isolated_dwelling,,Castiglione del Lago,43.0690387,12.0724457
I Nonni,hamlet,15.0,Castiglione del Lago,43.1136972,12.0148523
I Poggi,hamlet,28.0,Castiglione del Lago,43.0386566,12.007096
La Villa,locality,,Castiglione del Lago,43.0764911,11.9761044
Laviano,hamlet,27.0,Castiglione del Lago,43.1218247,11.9257329
Le case,locality,,Castiglione del Lago,43.1264093,11.9992305
Macchie,village,767.0,Castiglione del Lago,43.05538,12.076734
Mecucciami,hamlet,22.0,Castiglione del Lago,43.0881023,12.0432646
Muffa,hamlet,158.0,Castiglione del Lago,43.0627914,12.055048
Mugnanesi,hamlet,33.0,Castiglione del Lago,43.0878945,11.9309442
Nardelli,hamlet,47.0,Castiglione del Lago,43.1204328,11.978691
Palazzetta,hamlet,21.0,Castiglione del Lago,43.0907888,12.0465374
Panicarola,village,713.0,Castiglione del Lago,43.0693738,12.0870843
Pescia,hamlet,14.0,Castiglione del Lago,43.0937315,12.0386552
Petrignano,hamlet,255.0,Castiglione del Lago,43.1527727,11.9400005
Piana,hamlet,350.0,Castiglione del Lago,43.1382988,12.0090107
Podere Fontegallo,locality,,Castiglione del Lago,43.0761271,11.9827895
Poggetto,hamlet,20.0,Castiglione del Lago,43.0798273,12.0498227
Porto,hamlet,130.0,Castiglione del Lago,43.0722695,11.9417432
Pozzuolo,village,963.0,Castiglione del Lago,43.1214176,11.9565097
Pucciarelli,village,675.0,Castiglione del Lago,43.0895725,12.0548788
Punta del Macerone,locality,,Castiglione del Lago,43.1225008,12.1306757
Ranciano,hamlet,28.0,Castiglione del Lago,43.0937557,12.0302543
Rengone,isolated_dwelling,,Castiglione del Lago,43.042755,11.9870375
Rigutini,hamlet,36.0,Castiglione del Lago,43.1486303,12.0249224
San Fatucchio,village,753.0,Castiglione del Lago,43.0764364,12.0510076
Vaiano,village,189.0,Castiglione del Lago,43.0598269,12.0000155
Villastrada,village,241.0,Castiglione del Lago,43.0483927,12.0104505
Vitellino,hamlet,120.0,Castiglione del Lago,43.1105157,12.017028
Borgo Cerreto,hamlet,143.0,Cerreto di Spoleto,42.8150034,12.9152755
Boveto,hamlet,,Cerreto di Spoleto,42.8400473,12.9058049
Bugiano,hamlet,39.0,Cerreto di Spoleto,42.8483318,12.9095601
Bugianpiccolo,hamlet,9.0,Cerreto di Spoleto,42.8533769,12.9123101
Cancelli,hamlet,,Cerreto di Spoleto,42.8485295,12.9384991
Casa Sant'Angelo,hamlet,12.0,Cerreto di Spoleto,42.8421373,12.9041814
Case Borghesi,isolated_dwelling,,Cerreto di Spoleto,42.8419105,12.8651297
Case Paolangeli,hamlet,6.0,Cerreto di Spoleto,42.8392621,12.8988448
Cerreto di Spoleto,village,306.0,Cerreto di Spoleto,42.8210425,12.9176291
Colle Papacqua,hamlet,,Cerreto di Spoleto,42.8313705,12.8911483
Colle Soglio,hamlet,10.0,Cerreto di Spoleto,42.835315,12.9026357
Fergino,locality,,Cerreto di Spoleto,42.8478084,12.9472211
Grotta del frate,locality,,Cerreto di Spoleto,42.8261751,12.8712773
Il Tonno,hamlet,,Cerreto di Spoleto,42.8234178,12.9283979
Le Logge,hamlet,,Cerreto di Spoleto,42.8308896,12.9100997
Macchia,hamlet,13.0,Cerreto di Spoleto,42.8236726,12.8783518
Madonna del Coperchio,isolated_dwelling,,Cerreto di Spoleto,42.8458713,12.9197046
Nortosce,hamlet,4.0,Cerreto di Spoleto,42.7883483,12.9513602
Papacqua,hamlet,,Cerreto di Spoleto,42.8313627,12.8944421
Piandimanente,hamlet,,Cerreto di Spoleto,42.8269637,12.8840727
Ponte,hamlet,94.0,Cerreto di Spoleto,42.8062202,12.9124585
Ponte di Bugianino,hamlet,,Cerreto di Spoleto,42.8409915,12.9218749
Ponte Sargano,hamlet,,Cerreto di Spoleto,42.8472907,12.9253506
Ratenna,hamlet,,Cerreto di Spoleto,42.8218399,12.8927522
Rocchetta,hamlet,34.0,Cerreto di Spoleto,42.7717437,12.9361675
Triponzo,hamlet,44.0,Cerreto di Spoleto,42.8279458,12.9364262
Vallerio,hamlet,,Cerreto di Spoleto,42.8264247,12.9158038
Atena,hamlet,2.0,Citerna,43.5113507,12.124347
Ca' de' Conte,hamlet,1.0,Citerna,43.5225624,12.1414802
Canciolo,hamlet,7.0,Citerna,43.5187998,12.1485806
Carsuga,isolated_dwelling,,Citerna,43.4949623,12.143923
Citerna,village,184.0,Citerna,43.4984067,12.1155164
Fighille,village,635.0,Citerna,43.5206671,12.1045116
Fontanelle,hamlet,4.0,Citerna,43.5143036,12.1571712
La Fornace,hamlet,3.0,Citerna,43.5296234,12.1387915
Le Pietre,hamlet,,Citerna,43.487599,12.1341643
Mancino,hamlet,18.0,Citerna,43.5293147,12.1092456
Paradiso,isolated_dwelling,,Citerna,43.4987049,12.1378023
Patrignone,isolated_dwelling,,Citerna,43.4843178,12.1425254
Petriolo,hamlet,,Citerna,43.516224,12.0989745
Picaccio,locality,,Citerna,43.4832719,12.1346501
Pistrino,village,1609.0,Citerna,43.5100646,12.149284
Pistrino di Mezzo,neighbourhood,56.0,Citerna,43.5108659,12.14284
Pistrino di Sopra,hamlet,16.0,Citerna,43.5134994,12.138037
Quartiere,neighbourhood,,Citerna,43.5135077,12.1343445
San Romano,hamlet,3.0,Citerna,43.5252201,12.1195866
