name,place,population,muni_name,lat,lon
Montegiano,isolated_dwelling,,Sant'Anatolia di Narco,42.7325092,12.8186573
Osteria,isolated_dwelling,,Sant'Anatolia di Narco,42.7406793,12.8420339
Pian delle Melette,locality,,Sant'Anatolia di Narco,42.7040771,12.8598248
San Martino-Agelli,hamlet,19.0,Sant'Anatolia di Narco,42.7445862,12.8265592
Sant'Anatolia di Narco,village,246.0,Sant'Anatolia di Narco,42.7337577,12.8355862
Tassinare,hamlet,,Sant'Anatolia di Narco,42.7389636,12.8160154
Valle del pozzo,locality,,Sant'Anatolia di Narco,42.766376,12.8216086
Vallegiana,isolated_dwelling,,Sant'Anatolia di Narco,42.7276995,12.8266275
Aiale,hamlet,12.0,Scheggia e Pascelupo,43.4148139,12.6580627
Balza dell'Aquila,locality,,Scheggia e Pascelupo,43.4543507,12.7260381
Belvedere,hamlet,24.0,Scheggia e Pascelupo,43.3836827,12.659329
Boccatoio,locality,,Scheggia e Pascelupo,43.4412168,12.7196101
Buotano,hamlet,16.0,Scheggia e Pascelupo,43.4281327,12.6406408
Caldarini,locality,,Scheggia e Pascelupo,43.4542995,12.7492375
Campitello,hamlet,51.0,Scheggia e Pascelupo,43.4029548,12.6915799
Casacce,hamlet,,Scheggia e Pascelupo,43.4213244,12.7557144
Case Quattro,locality,,Scheggia e Pascelupo,43.4298055,12.7485856
Castagneto,locality,,Scheggia e Pascelupo,43.3933193,12.743419
Castellaro,locality,,Scheggia e Pascelupo,43.4201127,12.7498913
Coldipeccio,hamlet,12.0,Scheggia e Pascelupo,43.4056811,12.7478775
Costa Calecchie,locality,,Scheggia e Pascelupo,43.4574014,12.7329889
Costa del Corno,locality,,Scheggia e Pascelupo,43.430387,12.7269052
Costa Fossa Lupo,locality,,Scheggia e Pascelupo,43.4132424,12.725259
Costa Grande,locality,,Scheggia e Pascelupo,43.4409112,12.7318404
Gola del Corno del Catria,locality,,Scheggia e Pascelupo,43.4204843,12.7248757
Il Giardino,locality,,Scheggia e Pascelupo,43.4014819,12.726165
Isola Fossara,hamlet,106.0,Scheggia e Pascelupo,43.4331121,12.7374477
Loco,locality,,Scheggia e Pascelupo,43.4574832,12.7676681
Montebollo,hamlet,1.0,Scheggia e Pascelupo,43.4102587,12.7728727
Pascelupo,hamlet,16.0,Scheggia e Pascelupo,43.3994056,12.7514632
Pezza,hamlet,9.0,Scheggia e Pascelupo,43.4184287,12.682835
Pian di Rolla,locality,,Scheggia e Pascelupo,43.4028835,12.7069758
Pian d'Ortica,locality,,Scheggia e Pascelupo,43.4434722,12.7205718
Piano delle Quaglie,locality,,Scheggia e Pascelupo,43.4403032,12.7395119
Piano S. Angelo,locality,,Scheggia e Pascelupo,43.4498837,12.7363234
Piano S.Maria,locality,,Scheggia e Pascelupo,43.4254469,12.7386781
Pietragrossa,neighbourhood,39.0,Scheggia e Pascelupo,43.3986006,12.6636635
Podere,locality,,Scheggia e Pascelupo,43.4544265,12.7579137
Poggi Campi,locality,,Scheggia e Pascelupo,43.4284997,12.7554967
Ponte Calcara,hamlet,104.0,Scheggia e Pascelupo,43.4098763,12.6831792
Romita,locality,,Scheggia e Pascelupo,43.4205041,12.7117416
Scarpa Del Diavolo,locality,,Scheggia e Pascelupo,43.3982161,12.7303483
Scheggia,village,638.0,Scheggia e Pascelupo,43.4038522,12.6660643
Serra,neighbourhood,46.0,Scheggia e Pascelupo,43.3976261,12.6694796
Serra Piana,locality,,Scheggia e Pascelupo,43.4069137,12.7348935
Torretta,locality,,Scheggia e Pascelupo,43.3930561,12.6491988
Val di Fonte,locality,,Scheggia e Pascelupo,43.3872243,12.6523745
Valdorbia,hamlet,,Scheggia e Pascelupo,43.4254234,12.7106718
Valia,locality,,Scheggia e Pascelupo,43.4158283,12.6912066
Valle delle Prigioni,locality,,Scheggia e Pascelupo,43.4003876,12.7369939
Valocaia,locality,,Scheggia e Pascelupo,43.4546318,12.769374
Casali San Silvestro,locality,,Scheggino,42.7147985,12.8121105
Ceselli,hamlet,116.0,Scheggino,42.6849965,12.8173594
Civitella,hamlet,10.0,Scheggino,42.6820581,12.8298319
Collefabbri,hamlet,5.0,Scheggino,42.694253,12.8082751
Monte San Vito,hamlet,13.0,Scheggino,42.6774396,12.8466634
Pontuglia,hamlet,16.0,Scheggino,42.6897761,12.7973116
San Valentino,hamlet,11.0,Scheggino,42.6757784,12.8171235
Scheggino,village,250.0,Scheggino,42.7125563,12.8313663
Schioppo,isolated_dwelling,1.0,Scheggino,42.6931235,12.7967973
Terria,locality,,Scheggino,42.7129398,12.8179426
Apagni,hamlet,20.0,Sellano,42.878725,12.892288
Biscina,isolated_dwelling,,Sellano,42.9301456,12.8465152
Cammoro,hamlet,19.0,Sellano,42.8928644,12.8527823
Casale,neighbourhood,,Sellano,42.8974739,12.9110826
Casale Ronchetti,hamlet,10.0,Sellano,42.8960368,12.8597767
Case Rampi,hamlet,,Sellano,42.9267336,12.8495198
Celle,hamlet,12.0,Sellano,42.9147601,12.8502827
Ceseggi,hamlet,13.0,Sellano,42.880101,12.9591293
Civitella,hamlet,18.0,Sellano,42.9045193,12.9575619
Colle,hamlet,20.0,Sellano,42.8701372,12.9217332
Colletrampo,isolated_dwelling,,Sellano,42.9117639,12.8621505
Fonni,hamlet,16.0,Sellano,42.8665607,12.8925523
Forfi,hamlet,,Sellano,42.9190059,12.9105854
Fosso del Lupo,locality,,Sellano,42.9019832,12.8889048
Mocali,hamlet,8.0,Sellano,42.888031,12.9138988
Molini di Cammoro I,hamlet,15.0,Sellano,42.9167379,12.8593583
Molini di Cammoro II,hamlet,16.0,Sellano,42.9173297,12.8619312
Molini di Orsano,hamlet,8.0,Sellano,42.9169252,12.8570758
Montalbo,hamlet,18.0,Sellano,42.8785733,12.9173917
Montesanto,hamlet,14.0,Sellano,42.8943784,12.9343026
Orsano,hamlet,,Sellano,42.9194958,12.8557546
Ottaggi,hamlet,2.0,Sellano,42.9058588,12.9114912
Paraonda,locality,,Sellano,42.9294764,12.865498
Peneggi,hamlet,,Sellano,42.9146006,12.9367815
Petrognano,hamlet,4.0,Sellano,42.8963273,12.9583319
Piaggia,hamlet,9.0,Sellano,42.9141491,12.9640963
Pié di Cammoro,hamlet,15.0,Sellano,42.8886755,12.863419
Posta Marignoli,locality,,Sellano,42.8695738,12.8578968
Postignano,hamlet,31.0,Sellano,42.8669224,12.9153832
Pupaggi,hamlet,39.0,Sellano,42.8895674,12.8884161
Renaro,hamlet,1.0,Sellano,42.9165521,12.9690601
San Martino,hamlet,33.0,Sellano,42.9028419,12.9094098
Sellano,village,224.0,Sellano,42.8883883,12.9262871
Setri,hamlet,15.0,Sellano,42.9069919,12.9480196
Sterpare,hamlet,13.0,Sellano,42.8826602,12.9009371
Terne,hamlet,17.0,Sellano,42.9146631,12.8839795
Torre di Cammoro,hamlet,11.0,Sellano,42.9056049,12.8599932
Tribbio,hamlet,1.0,Sellano,42.9065094,12.8651993
Vene,hamlet,15.0,Sellano,42.8747171,12.8525415
Villaggio Villamagina,neighbourhood,,Sellano,42.894959,12.9106055
Villamagina,hamlet,173.0,Sellano,42.8924651,12.9139282
Vio,hamlet,13.0,Sellano,42.9086546,12.9191449
Campo Iorni,locality,,Sigillo,43.3490977,12.7596966
Fontemaggio I,hamlet,24.0,Sigillo,43.3408757,12.722962
Giacconale,hamlet,,Sigillo,43.3271091,12.7412658
Gola delle Gorghe,locality,,Sigillo,43.3440824,12.7558111
la Serra,locality,,Sigillo,43.3287039,12.7668208
le Vellane,locality,,Sigillo,43.3475685,12.7704254
Località le Pezze,hamlet,8.0,Sigillo,43.3409493,12.7315341
Mucchia,locality,,Sigillo,43.3378361,12.7525591
Pian di Cavalli,locality,,Sigillo,43.3531698,12.7539192
Pian di Monte,locality,,Sigillo,43.357321,12.7498131
Piano di Porci,locality,,Sigillo,43.3534194,12.7632748
Prati di Nofegge,locality,,Sigillo,43.3277806,12.7632255
Ravoni,locality,,Sigillo,43.3404794,12.7704838
Sigillo,village,2057.0,Sigillo,43.3312955,12.7423157
Val di Ranco,hamlet,10.0,Sigillo,43.3577842,12.7667552
Villa Scirca,hamlet,109.0,Sigillo,43.3495084,12.7237718
Abbeveratoio dell'Asino,locality,,Spello,43.0046285,12.6931835
Acquatino,hamlet,182.0,Spello,42.9718536,12.6455146
Campo Rani,locality,,Spello,43.0419246,12.7121322
Capitan Loreto,village,1027.0,Spello,43.0187966,12.6478286
Collepino,hamlet,23.0,Spello,43.0211526,12.7041014
Crocefisso,hamlet,223.0,Spello,42.9753399,12.6547946
Gugnalai,locality,,Spello,43.0393162,12.7057462
Il Macchione,locality,,Spello,43.0314138,12.703876
La Spella,locality,,Spello,43.0349791,12.695818
Limiti,hamlet,99.0,Spello,42.9883449,12.6242649
Macchia di Pale,locality,,Spello,43.047195,12.6967877
Monticelli,locality,,Spello,43.022625,12.6714239
Navello,hamlet,23.0,Spello,43.009405,12.6535414
Ponte Chiona,neighbourhood,188.0,Spello,42.9750115,12.6849323
Prati di Pizzo,locality,,Spello,43.0496246,12.6912233
Renaro,locality,,Spello,43.0248996,12.6616607
San Giovanni,hamlet,4.0,Spello,43.0516055,12.7111024
Sasso della Botte,locality,,Spello,43.0322806,12.682183
Spello,village,4116.0,Spello,42.9909451,12.6717751
Acquaiura,hamlet,,Spoleto,42.6749272,12.7344232
Acqualacastagna,hamlet,7.0,Spoleto,42.6568114,12.7171776
Ancaiano,hamlet,28.0,Spoleto,42.646775,12.7733654
Arezzo,hamlet,,Spoleto,42.7097038,12.6282388
Arezzola,hamlet,43.0,Spoleto,42.7393911,12.7622222
Azzano,hamlet,90.0,Spoleto,42.8201584,12.7449319
Baiano,hamlet,67.0,Spoleto,42.7226613,12.6766606
Balduini,hamlet,,Spoleto,42.6937492,12.645647
Bazzano Inferiore,hamlet,281.0,Spoleto,42.7764342,12.7884851
Bazzano Superiore,hamlet,68.0,Spoleto,42.7796799,12.7977398
Belvedere,hamlet,25.0,Spoleto,42.6454838,12.7569295
Beroide,hamlet,186.0,Spoleto,42.8273921,12.7244323
Boilano,isolated_dwelling,,Spoleto,42.7029127,12.651758
Borgiano,hamlet,28.0,Spoleto,42.7356491,12.783911
Camini di Monteluco,locality,,Spoleto,42.7159709,12.756969
Campalto,isolated_dwelling,,Spoleto,42.810584,12.7035894
Campo Cappello,isolated_dwelling,,Spoleto,42.7320319,12.7645619
Camporoppolo,hamlet,244.0,Spoleto,42.806918,12.7213033
Camposalese,hamlet,23.0,Spoleto,42.8044854,12.7421092
Caprareccia,locality,,Spoleto,42.7412033,12.7884818
Carbognano,hamlet,14.0,Spoleto,42.7952718,12.5985926
Casal della Valle,hamlet,,Spoleto,42.6081379,12.7220304
Casal di Mezzo,hamlet,19.0,Spoleto,42.6371685,12.7210512
Cascinano,hamlet,17.0,Spoleto,42.7752474,12.6860789
Case Agliano,isolated_dwelling,,Spoleto,42.6963315,12.6932864
Case di Terraia,hamlet,38.0,Spoleto,42.7942563,12.7102497
Case Mareggio,hamlet,23.0,Spoleto,42.8218197,12.7522485
Case Piccioli,hamlet,9.0,Spoleto,42.7869813,12.7719449
Case S. Polo,isolated_dwelling,,Spoleto,42.7904776,12.7833483
Case Vecchie,hamlet,24.0,Spoleto,42.8118471,12.7524128
Casenove,hamlet,8.0,Spoleto,42.7704776,12.6458408
Casigliano,hamlet,29.0,Spoleto,42.6328521,12.7383085
Castagnacupa,hamlet,0.0,Spoleto,42.6702114,12.6552694
Castello di Baiano,hamlet,16.0,Spoleto,42.7211235,12.6663407
Castello di Lapparino,locality,,Spoleto,42.6827233,12.7951938
Castello di Poggiolo,locality,,Spoleto,42.7990312,12.6961144
Castellocchio,isolated_dwelling,,Spoleto,42.7552711,12.7777285
Castiglioni,isolated_dwelling,,Spoleto,42.770365,12.6743436
Catinelli,hamlet,,Spoleto,42.6741569,12.6780762
Cerqueto,hamlet,,Spoleto,42.6880739,12.6658529
Cerqueto,isolated_dwelling,,Spoleto,42.7916462,12.6543989
Cerro,isolated_dwelling,,Spoleto,42.7537428,12.796445
Cese,hamlet,4.0,Spoleto,42.6782527,12.7873595
Cimurano,isolated_dwelling,,Spoleto,42.7694623,12.7036289
Colle Campanaro,hamlet,199.0,Spoleto,42.7224784,12.641994
Colle Fabbri,hamlet,51.0,Spoleto,42.75079,12.6743117
Colle Marozzo,isolated_dwelling,,Spoleto,42.7559127,12.7588082
Colle San Tommaso,locality,,Spoleto,42.7558949,12.7386136
Collefiorito,hamlet,38.0,Spoleto,42.7441074,12.6850991
Collerisana,hamlet,,Spoleto,42.7319055,12.7184024
Collicelli,hamlet,,Spoleto,42.7674095,12.7158963
Cortaccione,village,672.0,Spoleto,42.7633689,12.7594426
Costa,isolated_dwelling,1.0,Spoleto,42.6775801,12.7902456
Croceferro,hamlet,5.0,Spoleto,42.7706383,12.7354025
Crocemarroggia,hamlet,201.0,Spoleto,42.7161394,12.6429749
Eggi,village,417.0,Spoleto,42.7618684,12.7770305
Fabbreria,hamlet,70.0,Spoleto,42.7744624,12.7696587
Fogliano,hamlet,37.0,Spoleto,42.692883,12.6237463
Francocci,hamlet,33.0,Spoleto,42.8089806,12.6396502
Icciano,hamlet,13.0,Spoleto,42.706145,12.6574412
Il Palazzo,hamlet,1.0,Spoleto,42.644404,12.7717178
La Bruna di Spoleto,hamlet,40.0,Spoleto,42.819215,12.6923743
La Costa,isolated_dwelling,,Spoleto,42.727304,12.6165973
La Cura,isolated_dwelling,,Spoleto,42.6996744,12.7311964
La Fornace,hamlet,26.0,Spoleto,42.7428457,12.756538
La Piaggia,hamlet,,Spoleto,42.8050923,12.7870311
La Rocca,hamlet,,Spoleto,42.7716591,12.8098657
La Selva,locality,,Spoleto,42.8266267,12.7527804
Le Aie,isolated_dwelling,,Spoleto,42.7123524,12.7576285
Le Palazze,isolated_dwelling,,Spoleto,42.6967639,12.6964482
Le Penne,isolated_dwelling,,Spoleto,42.8205768,12.8056777
Le Porelle,isolated_dwelling,,Spoleto,42.717541,12.7603251
Licina,isolated_dwelling,,Spoleto,42.751389,12.7569348
L'Osteriaccia,hamlet,28.0,Spoleto,42.8151407,12.7359696
Madonna di Baiano,village,966.0,Spoleto,42.7260548,12.6644519
Madonna di Lugo,hamlet,170.0,Spoleto,42.7662743,12.7497999
Maiano,hamlet,,Spoleto,42.778396,12.7218678
Malacerna,isolated_dwelling,,Spoleto,42.7727868,12.6831503
Matrignano,isolated_dwelling,,Spoleto,42.7462842,12.7768409
Meggiano,hamlet,11.0,Spoleto,42.6971774,12.6813277
Messenano,hamlet,37.0,Spoleto,42.7033708,12.6070173
Milano,hamlet,20.0,Spoleto,42.7823859,12.5980599
Mogliano,isolated_dwelling,,Spoleto,42.7113547,12.644919
Molinaccio,hamlet,31.0,Spoleto,42.6044199,12.7245672
Montebibico,hamlet,95.0,Spoleto,42.6544519,12.6913884
Montelirossi,hamlet,,Spoleto,42.715479,12.6957439
Monteluco,hamlet,20.0,Spoleto,42.7238153,12.75427
Montemartano,hamlet,87.0,Spoleto,42.7895119,12.5968505
Morgnano,hamlet,38.0,Spoleto,42.7770363,12.6955028
Morro,hamlet,84.0,Spoleto,42.7557135,12.7078659
Morro Busano,locality,,Spoleto,42.7625814,12.7091
Mustaiole,isolated_dwelling,,Spoleto,42.7017904,12.736368
Napoletto,isolated_dwelling,,Spoleto,42.708881,12.7150006
Nevi,isolated_dwelling,,Spoleto,42.6859254,12.7950676
Ocenelli,hamlet,71.0,Spoleto,42.7455465,12.623182
Oriolo,isolated_dwelling,,Spoleto,42.7829838,12.7772271
Ospedalicchio,locality,,Spoleto,42.724064,12.8084559
Osteria di Palazzaccio,hamlet,23.0,Spoleto,42.8043531,12.7548614
Palazzaccio di Strettura,neighbourhood,,Spoleto,42.6313766,12.7333679
Patrico,hamlet,,Spoleto,42.700692,12.760106
Perchia,hamlet,17.0,Spoleto,42.7183495,12.6516559
Petrognano,hamlet,5.0,Spoleto,42.8108957,12.6956456
Pian della Noce,isolated_dwelling,,Spoleto,42.7766497,12.6040224
Pianciano,hamlet,,Spoleto,42.8117116,12.8154777
Pianciano Alto,isolated_dwelling,,Spoleto,42.8078981,12.8181381
Piani di Santa Maria,locality,,Spoleto,42.7132608,12.7127285
Pieve di Vallocchia,isolated_dwelling,,Spoleto,42.7236896,12.7923227
Pincano,hamlet,16.0,Spoleto,42.6748923,12.7113294
Poggio del Vescovo,locality,,Spoleto,42.8042885,12.6816331
Polignano,isolated_dwelling,,Spoleto,42.7050639,12.6106973
Pompagnano,hamlet,126.0,Spoleto,42.6909478,12.7002144
Pontebari,hamlet,,Spoleto,42.7697561,12.7215688
Poreta,hamlet,143.0,Spoleto,42.8095709,12.7853994
Protte,hamlet,163.0,Spoleto,42.7954325,12.7325325
Raischio,isolated_dwelling,,Spoleto,42.7047174,12.7964498
Rapicciano,hamlet,15.0,Spoleto,42.6993364,12.6376638
Rocche di Pianciano,locality,,Spoleto,42.8077083,12.8190279
Romagnano,isolated_dwelling,,Spoleto,42.728988,12.6933059
Roselli,hamlet,50.0,Spoleto,42.7675238,12.6130951
Rubbiano,hamlet,,Spoleto,42.7241914,12.6976822
Salari,isolated_dwelling,3.0,Spoleto,42.6471091,12.7683926
San Beroide,hamlet,12.0,Spoleto,42.76951,12.7596935
San Bettone,locality,,Spoleto,42.7075841,12.7508001
San Brizio,hamlet,251.0,Spoleto,42.8017226,12.7106008
San Filippo,hamlet,28.0,Spoleto,42.7569523,12.6726702
San Giacomo,village,2092.0,Spoleto,42.7946093,12.7505912
San Giovanni,neighbourhood,22.0,Spoleto,42.7227801,12.6676762
San Giovanni di Baiano,village,1852.0,Spoleto,42.7304699,12.6775786
San Giuliano,locality,,Spoleto,42.7200594,12.7415179
San Gregorio,hamlet,34.0,Spoleto,42.7342636,12.6295642
San Martino in Trignano,village,1572.0,Spoleto,42.7417392,12.6677331
San Nicolò,neighbourhood,,Spoleto,42.7534908,12.7190756
San Paolo,hamlet,44.0,Spoleto,42.8195672,12.7377347
San Renzano,isolated_dwelling,,Spoleto,42.6629179,12.6960809
San Sabino,hamlet,56.0,Spoleto,42.7638878,12.7350935
San Silvestro,hamlet,33.0,Spoleto,42.7606918,12.680793
San Venanzo,village,,Spoleto,42.7717141,12.7179057
Santa Caterina,isolated_dwelling,,Spoleto,42.7809643,12.6069339
Santa Croce,hamlet,,Spoleto,42.7717705,12.7003796
Santa Elisabetta,locality,,Spoleto,42.7371259,12.7469598
Santa Maria,hamlet,26.0,Spoleto,42.7763851,12.8013577
Santa Maria in Campis,hamlet,41.0,Spoleto,42.8148775,12.7295528
Sant'Anastasio,hamlet,211.0,Spoleto,42.7790857,12.712318
Sant'Angelo in Mercole,hamlet,28.0,Spoleto,42.7499609,12.6873063
Sant'Angioletto,hamlet,49.0,Spoleto,42.8077567,12.7316105
Sant'Anna,locality,,Spoleto,42.7117674,12.7350848
Sant'Antimo,locality,,Spoleto,42.7280556,12.7598898
Santo Chiodo,village,,Spoleto,42.7384848,12.7021254
Sant'Onofrio,isolated_dwelling,,Spoleto,42.7355706,12.6224463
Sant'Orsola,locality,,Spoleto,42.7793252,12.6391038
Scatarci,hamlet,,Spoleto,42.7419475,12.673065
Schiopponi,isolated_dwelling,,Spoleto,42.6424695,12.7669518
Sensati,locality,,Spoleto,42.6970092,12.7811614
Silvignano,hamlet,49.0,Spoleto,42.8186531,12.8073192
Somma,isolated_dwelling,,Spoleto,42.6659661,12.7270356
Sterpete,locality,,Spoleto,42.6716529,12.6455595
Strettura,hamlet,104.0,Spoleto,42.6302694,12.7310676
Sustrico,isolated_dwelling,,Spoleto,42.6953661,12.7357561
Terraia,hamlet,51.0,Spoleto,42.7895423,12.7006003
Terzo la Pieve Alto,hamlet,25.0,Spoleto,42.7943039,12.6440901
Terzo la Pieve Basso,hamlet,50.0,Spoleto,42.7994338,12.6643081
Terzo San Severo,hamlet,83.0,Spoleto,42.7586078,12.6150059
Testaccio,hamlet,58.0,Spoleto,42.7213129,12.7303053
Torre d'Azzano,isolated_dwelling,,Spoleto,42.8319104,12.7452121
Torrecola,hamlet,13.0,Spoleto,42.6619182,12.7352367
Torregrossa,locality,,Spoleto,42.7976619,12.61999
Torricella,hamlet,66.0,Spoleto,42.7195903,12.7144699
Trignano,isolated_dwelling,,Spoleto,42.7595177,12.6496283
Uncinano,hamlet,37.0,Spoleto,42.7731279,12.6630709
Valdarena,hamlet,,Spoleto,42.6732274,12.7215102
Valle San Martino,hamlet,43.0,Spoleto,42.6216876,12.7232454
Vallecchia,isolated_dwelling,,Spoleto,42.7115758,12.7402177
Vallocchia,hamlet,13.0,Spoleto,42.7185397,12.7896972
Villa Del Rio,isolated_dwelling,,Spoleto,42.7966346,12.7703072
Zona Industriale San Giacomo,hamlet,58.0,Spoleto,42.7848212,12.7603881
Aguzzo,hamlet,123.0,Stroncone,42.4765425,12.6219087
Cerreta,hamlet,55.0,Stroncone,42.4997416,12.6482067
Cesale,hamlet,38.0,Stroncone,42.4909464,12.6616266
Cimitelle,hamlet,10.0,Stroncone,42.4975897,12.6943237
Colle,village,474.0,Stroncone,42.5067299,12.6658093
Colle Perugino,hamlet,10.0,Stroncone,42.4904737,12.6519047
Colle Ricco,hamlet,20.0,Stroncone,42.4854658,12.6256825
Colmartino,hamlet,9.0,Stroncone,42.4960013,12.654051
Coppe,hamlet,50.0,Stroncone,42.4837181,12.6509927
Croce Micciola,isolated_dwelling,,Stroncone,42.4774791,12.6700475
Finocchieto,village,181.0,Stroncone,42.4499647,12.6581999
Forcella,hamlet,15.0,Stroncone,42.4799744,12.6517745
I Prati,hamlet,43.0,Stroncone,42.485601,12.7111282
Le Ville,hamlet,58.0,Stroncone,42.4570789,12.6064044
Macchia Lupara,locality,,Stroncone,42.4654322,12.7297652
Macchia Morta,hamlet,9.0,Stroncone,42.4940221,12.6363255
Mocane,locality,,Stroncone,42.4839431,12.6240155
Piane,hamlet,5.0,Stroncone,42.5170548,12.6393884
Piani di Ruschio,locality,,Stroncone,42.4734502,12.7268423
Poggio,hamlet,12.0,Stroncone,42.5070299,12.6359296
Posatori,neighbourhood,,Stroncone,42.4740607,12.6176624
San Gregorio,hamlet,28.0,Stroncone,42.4948424,12.6471935
Sant'Antimo,hamlet,162.0,Stroncone,42.5231745,12.6363087
Stroncone,village,2151.0,Stroncone,42.502332,12.659973
Termine,village,303.0,Stroncone,42.5139574,12.6549923
Vasciano,hamlet,31.0,Stroncone,42.4516455,12.6083567
Vascigliano,hamlet,131.0,Stroncone,42.5057065,12.621086
Zona Industriale Vascigliano,hamlet,9.0,Stroncone,42.495722,12.624322
Acquapalombo,hamlet,13.0,Terni,42.6182439,12.6729598
Appecano,hamlet,21.0,Terni,42.6255417,12.6525652
Battiferro,hamlet,13.0,Terni,42.619237,12.6975408
Borgo Bovio,suburb,6379.0,Terni,42.571469,12.6680548
Borgo Rivo,suburb,,Terni,42.5797184,12.6249503
Campitello,suburb,,Terni,42.5855772,12.6108421
Campomaggio,suburb,,Terni,42.5491248,12.6207054
Campomaggiore,suburb,102.0,Terni,42.590512,12.6022824
Campomaggiore I,neighbourhood,,Terni,42.5981764,12.6084959
Campomaggiore II,neighbourhood,33.0,Terni,42.5977974,12.6039502
Campomicciolo,suburb,,Terni,42.5526973,12.6702608
Carone,hamlet,85.0,Terni,42.5435247,12.6023807
Carticina,isolated_dwelling,,Terni,42.647152,12.6443056
Castagna,hamlet,20.0,Terni,42.5944741,12.7111531
Cecalocco,hamlet,25.0,Terni,42.6114543,12.7131399
Cesi,village,524.0,Terni,42.6087823,12.5865033
Cesure,suburb,,Terni,42.5461302,12.6556941
Città Giardino,suburb,,Terni,42.5570457,12.6501846
Colle dell'Oro,hamlet,15.0,Terni,42.5807237,12.656038
Colle Giacone,hamlet,19.0,Terni,42.6389984,12.641911
Colle Sant'Angelo,hamlet,40.0,Terni,42.5223361,12.6144297
Colle Zannuto,locality,,Terni,42.6071228,12.6077156
Collelicino,hamlet,31.0,Terni,42.5879318,12.7029389
Colleluna I,hamlet,15.0,Terni,42.5793808,12.612616
Colleluna II,hamlet,14.0,Terni,42.5762921,12.6059179
Collerolletta,hamlet,15.0,Terni,42.5736066,12.6156903
Collescipoli,hamlet,,Terni,42.5376796,12.6199259
Collestatte,village,331.0,Terni,42.5700005,12.7269233
Collestatte Piano,village,419.0,Terni,42.5639331,12.7280447
Contea,hamlet,85.0,Terni,42.5195538,12.6218977
Cospea,suburb,,Terni,42.5500035,12.6351879
Costanzoni,hamlet,27.0,Terni,42.5276119,12.615877
Faggio,neighbourhood,,Terni,42.5905674,12.6156428
Fontana di Polo,hamlet,31.0,Terni,42.5815974,12.5944091
Gabelletta,suburb,,Terni,42.5904688,12.5866167
Giuncano,hamlet,,Terni,42.6512081,12.6303589
Giuncano Scalo,hamlet,39.0,Terni,42.6479069,12.6371895
I Quadri,hamlet,117.0,Terni,42.5407189,12.7693047
La Romita,hamlet,131.0,Terni,42.5719139,12.6928017
Lagarello,hamlet,19.0,Terni,42.5801147,12.6039043
Larviano,hamlet,79.0,Terni,42.538958,12.6844999
Lavorata,locality,,Terni,42.6034279,12.7012083
Le Prata,locality,,Terni,42.6287741,12.6182604
Località Produttiva Papigno,neighbourhood,25.0,Terni,42.5524315,12.696721
Mandrie,hamlet,23.0,Terni,42.5709744,12.7372741
Maratta Alta,neighbourhood,109.0,Terni,42.570867,12.6153975
Marmore,village,728.0,Terni,42.5469484,12.7148284
Mazzelvetta I,hamlet,15.0,Terni,42.5420024,12.7465333
Mazzelvetta II,hamlet,16.0,Terni,42.5352447,12.7371771
Miranda,hamlet,97.0,Terni,42.5337996,12.6865893
Montorino,hamlet,,Terni,42.5254332,12.6266741
Noceta,hamlet,55.0,Terni,42.5379538,12.768235
Palma,hamlet,,Terni,42.5784058,12.6374992
Pantano,hamlet,32.0,Terni,42.545223,12.5904574
Papigno,village,383.0,Terni,42.5500727,12.6907309
Perticara,hamlet,94.0,Terni,42.5306239,12.6561169
Piediluco,village,367.0,Terni,42.5358561,12.75471
Piedimonte,hamlet,41.0,Terni,42.5972666,12.6403448
Piedimonte II,hamlet,35.0,Terni,42.5948595,12.6456695
Piefossato,hamlet,,Terni,42.5341913,12.6767028
Pietrara,hamlet,61.0,Terni,42.5952386,12.6225382
Poggio Azzuano,hamlet,23.0,Terni,42.6245668,12.5676037
Poggio I,hamlet,16.0,Terni,42.5320216,12.6106738
Poggio II,hamlet,23.0,Terni,42.5315601,12.6157391
Poggio Lavarino,hamlet,64.0,Terni,42.637516,12.6523175
Polenaco,hamlet,39.0,Terni,42.6582531,12.6424076
Porcivalle,hamlet,30.0,Terni,42.5281876,12.6010438
Porcivalle-San Giacomo,hamlet,144.0,Terni,42.5328413,12.5988021
Porzano,hamlet,16.0,Terni,42.6658537,12.6335924
Poscargano I,hamlet,31.0,Terni,42.536541,12.6004066
Poscargano II,hamlet,46.0,Terni,42.53659,12.6097144
Pozzo Saraceno,neighbourhood,,Terni,42.5907148,12.6188136
Pracchia,hamlet,29.0,Terni,42.6570588,12.6277424
Predaro,hamlet,30.0,Terni,42.5393466,12.6795343
Rocca San Zenone,hamlet,76.0,Terni,42.5936316,12.6789689
San Carlo,hamlet,233.0,Terni,42.5814022,12.6947872
San Clemente,hamlet,27.0,Terni,42.5920097,12.6496236
San Giacomo,hamlet,24.0,Terni,42.53169,12.5925993
San Liberatore,hamlet,41.0,Terni,42.5710138,12.7100404
San Valentino,suburb,,Terni,42.5440051,12.6442798
Settecani,hamlet,24.0,Terni,42.5288338,12.5946662
Tiro a Segno,hamlet,17.0,Terni,42.5552168,12.7061378
Titurano,hamlet,6.0,Terni,42.6608495,12.622648
Toano,neighbourhood,,Terni,42.5843308,12.6705119
